 format: day,day,forecast,value location:59_125 Start : 20210801 ,value location:59_125 Start : 20220801 ,value location:59_125 Start : 20200801 
8,8,6,0,,
8,8,1,0,,
8,8,2,0,,
8,8,3,0,,
8,8,4,0,,
8,8,5,0,,
8,8,6,0,,
8,8,1,0,,
8,8,2,0,,
8,8,3,0,,
8,8,4,0,,
8,8,5,0,,
8,8,6,0,,
8,8,1,0,,
8,8,2,0,,
8,8,3,0,,
8,8,4,0,,
8,8,5,0,,
8,8,6,0,,
,,,,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,2.7,,
9,9,6,11.3,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0.5,,
9,9,6,0.2,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0.1,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0.2,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
9,9,1,0,,
9,9,2,0,,
9,9,3,0,,
9,9,4,0,,
9,9,5,0,,
9,9,6,0,,
,,,,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0.1,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0.2,,
10,10,3,4.5,,
10,10,4,12.9,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0,,
10,10,2,0.1,,
10,10,3,0.2,,
10,10,4,0.2,,
10,10,5,0.2,,
10,10,6,0.2,,
10,10,1,0.1,,
10,10,2,1.3,,
10,10,3,0.6,,
10,10,4,0.2,,
10,10,5,0,,
10,10,6,0,,
10,10,1,0.1,,
10,10,2,0,,
10,10,3,0,,
10,10,4,0,,
10,10,5,0,,
10,10,6,0,,
,,,,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0.6,,
11,11,6,1,,
11,11,1,6.4,,
11,11,2,15.6,,
11,11,3,5.4,,
11,11,4,1,,
11,11,5,10,,
11,11,6,17.200001,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0.3,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,2,,
11,11,2,3.8,,
11,11,3,0.9,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,3.8,,
11,11,2,0.9,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0.1,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0.3,,
11,11,1,0,,
11,11,2,0,,
11,11,3,0,,
11,11,4,0,,
11,11,5,0,,
11,11,6,0,,
,,,,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0.2,,
12,12,5,0.1,,
12,12,6,0.1,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0.6,,
12,12,5,0.3,,
12,12,6,0.1,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,3.6,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,1.4,,
12,12,6,0.1,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0.1,,
12,12,1,10.5,,
12,12,2,2.6,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0.1,,
12,12,1,4,,
12,12,2,7.3,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,27.200001,,
12,12,2,21.9,,
12,12,3,19.6,,
12,12,4,14.1,,
12,12,5,6.4,,
12,12,6,1.6,,
12,12,1,11.2,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
12,12,1,0,,
12,12,2,0,,
12,12,3,0,,
12,12,4,0,,
12,12,5,0,,
12,12,6,0,,
,,,,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0.3,,
13,13,5,5.4,,
13,13,6,3.1,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,1.9,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0.2,,
13,13,5,6.6,,
13,13,6,9.2,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
13,13,1,0,,
13,13,2,0,,
13,13,3,0,,
13,13,4,0,,
13,13,5,0,,
13,13,6,0,,
,,,,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0.1,,
14,14,6,0.3,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
14,14,1,0,,
14,14,2,0,,
14,14,3,0,,
14,14,4,0,,
14,14,5,0,,
14,14,6,0,,
,,,,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0.1,,
15,15,5,2,,
15,15,6,0.1,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
15,15,1,0,,
15,15,2,0,,
15,15,3,0,,
15,15,4,0,,
15,15,5,0,,
15,15,6,0,,
,,,,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,14.9,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
