 format: day,day,forecast,value location:59_125 Start : 20210801 ,value location:59_125 Start : 20220801 ,value location:59_125 Start : 20200801 
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
16,16,1,0,,
16,16,2,0,,
16,16,3,0,,
16,16,4,0,,
16,16,5,0,,
16,16,6,0,,
,,,,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0,,
17,17,5,0,,
17,17,6,0,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0,,
17,17,5,0,,
17,17,6,0,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0,,
17,17,5,0.8,,
17,17,6,4.3,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0,,
17,17,5,6.7,,
17,17,6,4.8,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0,,
17,17,5,0,,
17,17,6,0,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0.2,,
17,17,4,1.5,,
17,17,5,1.1,,
17,17,6,0,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0,,
17,17,5,0,,
17,17,6,0,,
17,17,1,2.8,,
17,17,2,1.9,,
17,17,3,0,,
17,17,4,0,,
17,17,5,0,,
17,17,6,0,,
17,17,1,25.4,,
17,17,2,10.1,,
17,17,3,4.9,,
17,17,4,1.6,,
17,17,5,0.2,,
17,17,6,0,,
17,17,1,5.5,,
17,17,2,4.4,,
17,17,3,2.1,,
17,17,4,0.7,,
17,17,5,0.3,,
17,17,6,0.4,,
17,17,1,9,,
17,17,2,9.1,,
17,17,3,7.2,,
17,17,4,4.6,,
17,17,5,3.2,,
17,17,6,3.7,,
17,17,1,8.2,,
17,17,2,7.2,,
17,17,3,5.9,,
17,17,4,2.7,,
17,17,5,0.7,,
17,17,6,0.1,,
17,17,1,2.7,,
17,17,2,0.6,,
17,17,3,0.2,,
17,17,4,0,,
17,17,5,0,,
17,17,6,0,,
17,17,1,0.3,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0,,
17,17,5,0,,
17,17,6,0,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0,,
17,17,5,0,,
17,17,6,0,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0,,
17,17,5,0,,
17,17,6,0,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0,,
17,17,5,0,,
17,17,6,0,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0,,
17,17,5,0,,
17,17,6,0,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0,,
17,17,4,0.1,,
17,17,5,0.1,,
17,17,6,0,,
17,17,1,0,,
17,17,2,0,,
17,17,3,0.6,,
17,17,4,5.2,,
17,17,5,0.8,,
17,17,6,0,,
17,17,1,0,,
17,17,2,0,,
17,17,3,11.7,,
17,17,4,7.8,,
17,17,5,0.8,,
17,17,6,0.2,,
17,17,1,0.5,,
17,17,2,5.2,,
17,17,3,11.2,,
17,17,4,2.7,,
17,17,5,0.3,,
17,17,6,0,,
17,17,1,9.1,,
17,17,2,11.6,,
17,17,3,3.6,,
17,17,4,1.3,,
17,17,5,0.2,,
17,17,6,0,,
17,17,1,9.7,,
17,17,2,2.5,,
17,17,3,0.5,,
17,17,4,0.3,,
17,17,5,0,,
17,17,6,0,,
,,,,,
18,18,1,2.6,,
18,18,2,1.5,,
18,18,3,0,,
18,18,4,0.1,,
18,18,5,0,,
18,18,6,0,,
18,18,1,1.3,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0.2,,
18,18,2,1.3,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0.2,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0.2,,
18,18,5,2.8,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,1.9,,
18,18,5,0.3,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0.9,,
18,18,4,0.2,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
18,18,1,0,,
18,18,2,0,,
18,18,3,0,,
18,18,4,0,,
18,18,5,0,,
18,18,6,0,,
,,,,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0.1,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0.8,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0.9,,
19,19,6,1.7,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0.6,,
19,19,4,0.2,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0.1,,
19,19,4,4.7,,
19,19,5,4.5,,
19,19,6,1.1,,
19,19,1,0,,
19,19,2,2.6,,
19,19,3,1.1,,
19,19,4,0.8,,
19,19,5,0,,
19,19,6,0.1,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,0,,
19,19,1,0,,
19,19,2,0,,
19,19,3,0,,
19,19,4,0,,
19,19,5,0,,
19,19,6,5.6,,
,,,,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,3.9,,
20,20,6,0.1,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0,,
20,20,6,0.3,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0.3,,
20,20,6,0,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0,,
20,20,6,0,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0,,
20,20,6,0,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0.8,,
20,20,5,3.2,,
20,20,6,0.6,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0,,
20,20,6,11.3,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0.2,,
20,20,6,1.6,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0.6,,
20,20,6,0.2,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0,,
20,20,6,2.8,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0,,
20,20,6,0,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0,,
20,20,6,0,,
20,20,1,0,,
20,20,2,2.8,,
20,20,3,2.3,,
20,20,4,0,,
20,20,5,0,,
20,20,6,0,,
20,20,1,0.2,,
20,20,2,0.1,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0,,
20,20,6,0,,
20,20,1,0.2,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0,,
20,20,6,0,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0,,
20,20,6,0,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0.1,,
20,20,6,0,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0,,
20,20,5,0,,
20,20,6,0,,
20,20,1,0,,
20,20,2,0,,
20,20,3,0,,
20,20,4,0.2,,
20,20,5,0.1,,
20,20,6,0.2,,
20,20,1,0,,
20,20,2,0.1,,
20,20,3,0.4,,
20,20,4,0.7,,
20,20,5,3.8,,
20,20,6,0.6,,
20,20,1,0,,
20,20,2,0.5,,
20,20,3,2.8,,
20,20,4,5.4,,
20,20,5,9.8,,
20,20,6,6.6,,
20,20,1,0.3,,
20,20,2,1.4,,
20,20,3,1.6,,
20,20,4,2.6,,
20,20,5,5.8,,
20,20,6,5.7,,
20,20,1,0.9,,
20,20,2,1.7,,
20,20,3,3.6,,
20,20,4,6,,
20,20,5,9.1,,
20,20,6,10,,
20,20,1,1.7,,
20,20,2,6.4,,
20,20,3,12,,
20,20,4,18.200001,,
20,20,5,21.299999,,
20,20,6,11.6,,
,,,,,
21,21,1,8.6,,
21,21,2,9.9,,
21,21,3,14,,
21,21,4,16.1,,
21,21,5,3.7,,
21,21,6,29.299999,,
21,21,1,11.9,,
21,21,2,11.8,,
21,21,3,4.6,,
21,21,4,0.4,,
21,21,5,0.1,,
21,21,6,0.1,,
21,21,1,18.9,,
21,21,2,6.8,,
21,21,3,1.4,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0.5,,
21,21,1,16.9,,
21,21,2,7.8,,
21,21,3,0,,
21,21,4,0.1,,
21,21,5,0.4,,
21,21,6,0,,
21,21,1,7.7,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0.1,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0.2,,
21,21,2,0.4,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0.4,,
21,21,2,0.7,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0.6,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0.2,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0.1,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,4.6,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,1,,
21,21,2,0.5,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0.2,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,0,,
21,21,3,0,,
21,21,4,0,,
21,21,5,0,,
21,21,6,0,,
21,21,1,0,,
21,21,2,0,,
21,21,3,0.1,,
21,21,4,0.1,,
21,21,5,0,,
21,21,6,0,,
,,,,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0.2,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0.1,,
22,22,4,0.3,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0.4,,
22,22,1,0,,
22,22,2,0,,
22,22,3,0,,
22,22,4,0,,
22,22,5,0,,
22,22,6,0.4,,
,,,,,
23,23,1,0,,
23,23,2,0,,
23,23,3,0,,
23,23,4,2.8,,
23,23,5,1.2,,
23,23,6,2.9,,
23,23,1,0,,
23,23,2,0.2,,
23,23,3,1.1,,
23,23,4,3.1,,
23,23,5,6.2,,
23,23,6,9.4,,
23,23,1,0.5,,
23,23,2,0.5,,
23,23,3,1.4,,
23,23,4,2.5,,
23,23,5,4.2,,
23,23,6,3.9,,
23,23,1,1.8,,
23,23,2,1.9,,
23,23,3,2.6,,
23,23,4,3.5,,
23,23,5,2.8,,
23,23,6,8.1,,
23,23,1,1.5,,
23,23,2,1.6,,
23,23,3,1.3,,
23,23,4,1.1,,
23,23,5,8.3,,
23,23,6,5.7,,
23,23,1,1.5,,
23,23,2,1.9,,
23,23,3,2.3,,
23,23,4,9.6,,
23,23,5,4.2,,
23,23,6,8.6,,
23,23,1,1,,
23,23,2,0.7,,
23,23,3,1,,
23,23,4,5.1,,
23,23,5,4.5,,
23,23,6,2.8,,
23,23,1,0.9,,
23,23,2,1.2,,
23,23,3,7.2,,
23,23,4,12.3,,
23,23,5,8.3,,
23,23,6,2.4,,
23,23,1,0.8,,
23,23,2,7.6,,
23,23,3,14.9,,
23,23,4,6.3,,
23,23,5,6.1,,
23,23,6,9,,
23,23,1,4.3,,
23,23,2,5.6,,
23,23,3,3.5,,
23,23,4,3.8,,
23,23,5,4.9,,
23,23,6,0.8,,
23,23,1,3.5,,
23,23,2,1.9,,
23,23,3,0.9,,
23,23,4,5.7,,
23,23,5,7.2,,
23,23,6,4.6,,
23,23,1,0.7,,
23,23,2,0.2,,
23,23,3,0.1,,
23,23,4,0.2,,
23,23,5,0.5,,
23,23,6,0.3,,
23,23,1,0.2,,
23,23,2,0,,
23,23,3,0,,
23,23,4,0,,
23,23,5,0.2,,
23,23,6,1.4,,
23,23,1,0.3,,
23,23,2,0.1,,
23,23,3,0,,
23,23,4,0.6,,
23,23,5,1.6,,
23,23,6,2,,
23,23,1,0,,
23,23,2,0,,
23,23,3,0,,
23,23,4,2.4,,
23,23,5,0.8,,
23,23,6,5.5,,
23,23,1,0,,
23,23,2,0,,
23,23,3,0.4,,
23,23,4,0.6,,
23,23,5,3.3,,
23,23,6,8,,
23,23,1,0,,
23,23,2,0.4,,
23,23,3,0.9,,
23,23,4,0.2,,
23,23,5,0.5,,
23,23,6,5.2,,
23,23,1,0.3,,
23,23,2,2.5,,
23,23,3,0.8,,
23,23,4,1.2,,
23,23,5,1.7,,
23,23,6,4.7,,
23,23,1,1.9,,
23,23,2,1.2,,
23,23,3,0.1,,
23,23,4,0.2,,
23,23,5,1.4,,
23,23,6,0.9,,
23,23,1,0.3,,
23,23,2,0,,
23,23,3,1.3,,
23,23,4,1.2,,
23,23,5,2.4,,
23,23,6,0,,
23,23,1,0,,
23,23,2,0.9,,
23,23,3,0.8,,
23,23,4,0.3,,
23,23,5,0,,
23,23,6,0.2,,
23,23,1,0.5,,
23,23,2,0.1,,
23,23,3,0,,
23,23,4,0,,
23,23,5,0,,
23,23,6,0,,
23,23,1,0.2,,
23,23,2,0,,
23,23,3,0,,
23,23,4,0,,
23,23,5,0,,
23,23,6,0,,
23,23,1,0.4,,
23,23,2,0.7,,
23,23,3,0,,
23,23,4,0,,
23,23,5,1.2,,
23,23,6,0.1,,
,,,,,
24,24,1,1.6,,
24,24,2,0,,
24,24,3,0.2,,
24,24,4,0,,
24,24,5,0,,
24,24,6,0.1,,
24,24,1,0,,
24,24,2,2.1,,
24,24,3,0.4,,
24,24,4,0.7,,
24,24,5,0,,
24,24,6,0,,
24,24,1,1.1,,
24,24,2,1.6,,
24,24,3,0.2,,
24,24,4,0,,
24,24,5,0,,
24,24,6,0,,
24,24,1,1.3,,
24,24,2,0.4,,
24,24,3,0,,
24,24,4,0,,
24,24,5,0,,
24,24,6,0,,
24,24,1,0.4,,
24,24,2,0,,
24,24,3,0,,
24,24,4,0,,
24,24,5,0,,
24,24,6,0,,
24,24,1,0,,
24,24,2,2.4,,
24,24,3,0.6,,
24,24,4,0,,
24,24,5,0,,
24,24,6,0,,
24,24,1,2.9,,
24,24,2,1,,
24,24,3,0,,
24,24,4,0,,
24,24,5,0,,
24,24,6,0,,
24,24,1,3.9,,
24,24,2,0,,
24,24,3,0,,
24,24,4,0,,
24,24,5,0,,
24,24,6,0,,
24,24,1,0,,
24,24,2,0,,
24,24,3,0,,
24,24,4,0,,
24,24,5,0,,
24,24,6,0.1,,
24,24,1,0.4,,
24,24,2,0,,
24,24,3,0,,
24,24,4,0,,
24,24,5,0,,
24,24,6,0,,
24,24,1,0.1,,
